resp id,timestamp,university,level of study,original field,Categorised field,self rated knowledge,received phishing,Uni/Inst. email,Personal email,Whatsapp,Facebook/IG,SMS,Telegram,Link clicked,Applicable outcome,Asked password,Device misbehave,Nothing happened,Victim (money lost),Applicable,Reported to IT,Reported to friend/family,Not reported,Reported any,https://www.ug.edu.gh/admissions/apply,https://knust.edu.gh/portal/login,http://ug-edu-gh.login-portal.xyz/student-verify,https://mtn.com.gh/momo/confirm-payment,http://knust-student-login.000webhostapp.com/verify-account,http://mtn-momo-ghana-reward.blogspot.com/free-data-claim,url1 ug apply correct,url2 knust portal correct,url3 fake ug xyz correct,url4 mtn momo correct,url5 fake knust webhost correct,url6 fake mtn blogspot correct,quiz score,https check frequency,Different password,University training,confidence level,AI tool helpful,free text url1,free text url2,free text url3
317,2026-07-22 14:43:02,KNUST,Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",1,1,1,0,0,0,Not applicable,0,0,0,0,I am not sure,1,1,1,0,1,Legitimate,Phishing,Legitimate,Legitimate,Phishing,Not Sure,1,0,0,1,1,0,3,Sometimes,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,https://gh-bonus-claim.xyz,https://ghana-card-linking.site,https://ghana-post-parcel.live
318,2026-07-22 14:43:27,University of Ghana (UG),Undergraduate (Year 1-2),Business / Social Sciences,Business / Social Sciences,Advanced (I can protect myself confidently),"Yes, many times",1,1,1,0,0,0,No,0,0,0,0,I am not sure,1,0,1,0,1,Legitimate,Not Sure,Phishing,Phishing,Not Sure,Not Sure,1,0,1,0,0,0,2,Always,"No, I use the same password","Yes, through emails or notices only",Not very confident,Somewhat helpful,https://express-delivery-ghana.info,https://ecg-meter-verification.live,https://postoffice-delivery.live
319,2026-07-22 14:43:50,University of Ghana (UG),Undergraduate (Year 3-4),Health Sciences,Health Sciences,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,No,0,0,0,0,I am not sure,1,0,1,1,1,Legitimate,Not Sure,Phishing,Phishing,Not Sure,Not Sure,1,0,1,0,0,0,2,Always,Sometimes,"Yes, through emails or notices only",Not very confident,Not sure,https://telecel-rewardcenter.xyz,https://govportal-security.net,https://upsa-results-update.info
320,2026-07-22 14:44:16,UCC,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Basic (I have heard of it),"Yes, many times",1,1,1,0,0,0,No,0,0,0,0,No,1,1,0,0,1,Legitimate,Not Sure,Not Sure,Phishing,Not Sure,Not Sure,1,0,0,0,0,0,1,Always,"No, I use the same password","Yes, formal training sessions",Not very confident,Somewhat helpful,https://mtn-sim-update.site,https://absa-secure-banking.live,https://ghana-giveaway.xyz
321,2026-07-22 14:44:39,KNUST,Postgraduate (Msc/MPhil),Business / Social Sciences,Business / Social Sciences,Advanced (I can protect myself confidently),"Yes, once or twice",0,0,1,0,0,0,No,0,0,0,0,I am not sure,1,0,0,1,1,Legitimate,Legitimate,Phishing,Not Sure,Not Sure,Legitimate,1,1,1,0,0,0,3,Sometimes,"No, I use the same password","Yes, through emails or notices only",Somewhat confident,Very helpful,https://telecel-wallet-security.info,https://ecg-smartpay.xyz,https://appleid-confirmation.com
322,2026-07-22 17:21:13,University of Ghana (UG),Postgraduate (Msc/MPhil),Consumer science,Other (Natural/Applied Sciences),Basic (I have heard of it),"Yes, many times",0,0,0,1,0,0,No,0,0,0,0,No,1,0,0,1,0,Legitimate,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,1,0,0,0,0,0,1,Never,Sometimes,"Yes, through emails or notices only",Not very confident,Not sure,,,
323,2026-07-22 23:52:52,Sunyani Technical University,Undergraduate (Year 1-2),Computing / IT / Engineering,Computing / IT / Engineering,None at all,"Yes, once or twice",0,0,1,0,1,0,Yes,1,1,0,0,No,1,0,0,1,0,Legitimate,Legitimate,Legitimate,Not Sure,Not Sure,Not Sure,1,1,0,0,0,0,2,Always,Sometimes,No / I am not aware of any,Not very confident,Very helpful,,,
324,2026-07-23 17:09:09,KNUST,Postgraduate (Msc/MPhil),Finance,Business / Social Sciences,Intermediate (I understand common threats),"Yes, many times",0,1,1,0,1,0,No,0,0,0,0,No,1,0,0,0,0,Legitimate,Legitimate,Phishing,Legitimate,Phishing,Phishing,1,1,1,1,1,1,6,Always,"Yes, always",No / I am not aware of any,Very confident,Somewhat helpful,,,
325,2026-07-23 17:57:28,CU,Undergraduate (Year 3-4),BSC in nursing,Health Sciences,Basic (I have heard of it),"No, never",0,0,0,0,0,0,No,0,0,0,0,No,0,0,0,0,,Legitimate,Legitimate,Not Sure,Not Sure,Phishing,Phishing,1,1,0,0,1,1,4,Sometimes,"No, I use the same password",No / I am not aware of any,Somewhat confident,Very helpful,,,
326,2026-07-24 09:31:57,"UNIVERSITY OF PROFESSIONAL STUDIES, ACCRA",Undergraduate (Year 3-4),Business / Social Sciences,Business / Social Sciences,Intermediate (I understand common threats),"Yes, once or twice",0,1,0,0,0,0,No,0,0,0,0,No,1,0,1,0,1,Phishing,Phishing,Phishing,Phishing,Not Sure,Not Sure,0,0,1,0,0,0,1,Rarely,Sometimes,"Yes, through emails or notices only",Somewhat confident,Very helpful,,,
327,2026-07-24 14:24:49,University of Ghana (UG),Postgraduate (Msc/MPhil),Computing / IT / Engineering,Computing / IT / Engineering,Intermediate (I understand common threats),"Yes, many times",0,1,1,0,1,0,No,0,0,0,0,No,1,0,0,0,0,Legitimate,Legitimate,Not Sure,Not Sure,Phishing,Phishing,1,1,0,0,1,1,4,Always,"Yes, always","Yes, through emails or notices only",Somewhat confident,Very helpful,,,
